Technique ID,Technique Name,Sentences
T1555,Credentials from Password Stores: Credentials from Web Browsers,Kimsuky has used browser extensions including Google Chrome to steal passwords and cookies from browsers. Kimsuky has also used Nirsoft's WebBrowserPassView tool to dump the passwords obtained from victims.[9][5][6][13]
T1005,Data from Local System,"Kimsuky has collected Office, PDF, and HWP documents from its victims.[15][13]"
T1074,Data Staged: Local Data Staging,Kimsuky has staged collected data files under C:\Program Files\Common Files\System\Ole DB\.[5][13]
T1140,Deobfuscate/Decode Files or Information,Kimsuky has decoded malicious VBScripts using Base64.[13]
T1587,Develop Capabilities,Kimsuky created and used a mailing toolkit to use in spearphishing attacks.[14]
T1587,Malware,Kimsuky has developed its own unique malware such as MailFetch.py for use in operations.[11][13]
T1114,Email Collection: Remote Email Collection,Kimsuky has used tools such as the MailFetch mail crawler to collect victim emails (excluding spam) from online services via IMAP.[11]
T1114,Email Collection: Email Forwarding Rule,Kimsuky has set auto-forward rules on victim's e-mail accounts.[5]
T1585,Establish Accounts: Social Media Accounts,Kimsuky has created social media accounts to monitor news and security trends as well as potential targets.[11]
T1585,Establish Accounts: Email Accounts,Kimsuky has created email accounts for phishing operations.[11]
T1546,Event Triggered Execution: Change Default File Association,Kimsuky has a HWP document stealer module which changes the default program association in the registry to open HWP documents.[15]
T1041,Exfiltration Over C2 Channel,Kimsuky has exfiltrated data over its C2 channel.[15][13]
T1567,Exfiltration Over Web Service: Exfiltration to Cloud Storage,Kimsuky has exfiltrated stolen files and data to actor-controlled Blogspot accounts.[13]
T1190,Exploit Public-Facing Application,"Kimsuky has exploited various vulnerabilities for initial access, including Microsoft Exchange vulnerability CVE-2020-0688.[11]"
T1133,External Remote Services,Kimsuky has used RDP to establish persistence.[5]
T1083,File and Directory Discovery,Kimsuky has the ability to enumerate all files and directories on an infected system.[15][13][11]
T1589,Gather Victim Identity Information: Email Addresses,Kimsuky has collected valid email addresses that were subsequently used in spearphishing campaigns.[4]
T1589,Gather Victim Identity Information: Employee Names,Kimsuky has collected victim employee name information.[11]
T1591,Gather Victim Org Information,"Kimsuky has collected victim organization information including but not limited to organization hierarchy, functions, press releases, and others.[11]"
T1564,Hide Artifacts: Hidden Users,Kimsuky has run reg add ‘HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\UserList’ /v to hide a newly created user.[11]
T1564,Hide Artifacts: Hidden Window,Kimsuky has used an information gathering module that will hide an AV software window from the victim.[13]
T1562,Impair Defenses: Disable or Modify Tools,Kimsuky has been observed turning off Windows Security Center and can hide the AV software window from the view of the infected user.[15][13]
T1562,Impair Defenses: Disable or Modify System Firewall,Kimsuky has been observed disabling the system firewall.[15]
T1070,Indicator Removal on Host: File Deletion,Kimsuky has deleted the exfiltrated data on disk after transmission. Kimsuky has also used an instrumentor script to terminate browser processes running on an infected system and then delete the cookie files on disk.[15][13][11]
T1070,Indicator Removal on Host: Timestomp,Kimsuky has manipulated timestamps for creation or compilation dates to defeat anti-forensics.[3]
T1105,Ingress Tool Transfer,"Kimsuky has downloaded additional scripts, tools, and malware onto victim systems.[16][13]"
T1056,Input Capture: Keylogging,Kimsuky has used a PowerShell-based keylogger as well as a tool called MECHANICAL to log keystrokes.[1][15][5][6][13][11]
T1534,Internal Spearphishing,Kimsuky has sent internal spearphishing emails for lateral movement after stealing victim information.[11]
T1036,Masquerading,"Kimsuky has disguised its C2 addresses as the websites of shopping malls, governments, universities, and others.[11]"
T1036,Masquerade Task or Service,Kimsuky has disguised services to appear as benign software or related to operating system functions.[5]
T1036,Match Legitimate Name or Location,Kimsuky has renamed malware to legitimate names such as ESTCommon.dll or patch.dll.[11]
T1112,Modify Registry,Kimsuky has modified Registry settings for default file associations to enable all macros and for persistence.[5][16][13][11]
T1111,Multi-Factor Authentication Interception,Kimsuky has used a proprietary tool to intercept one time passwords required for two-factor authentication.[11]
T1040,Network Sniffing,Kimsuky has used the Nirsoft SniffPass network sniffer to obtain passwords sent over non-secure protocols.[5][6]
T1027,Obfuscated Files or Information,Kimsuky has obfuscated binary strings including the use of XOR encryption and Base64 encoding.[10][14] Kimsuky has also modified the first byte of DLL implants targeting victims to prevent recognition of the executable file format.[13]
T1027,Software Packing,Kimsuky has packed malware with UPX.[4]
T1588,Obtain Capabilities: Tool,"Kimsuky has obtained and used tools such as Nirsoft WebBrowserPassVIew, Mimikatz, and PsExec.[6][13]"
T1588,Obtain Capabilities: Exploits,Kimsuky has obtained exploit code for various CVEs.[11]
T1003,OS Credential Dumping: LSASS Memory,Kimsuky has gathered credentials using Mimikatz and ProcDump.[5][6][11]
T1566,Phishing: Spearphishing Attachment,"Kimsuky has used emails containing Word, Excel and/or HWP (Hangul Word Processor) documents in their spearphishing campaigns.[9][15][10][14][3][4][13][11]"
T1566,Phishing: Spearphishing Link,Kimsuky has sent spearphishing emails containing a link to a document that contained malicious macros or took the victim to an actor-controlled domain.[1][6][11]
T1598,Phishing for Information: Spearphishing Link,Kimsuky has used links in e-mail to steal account information.[14][4][11]
T1057,Process Discovery,Kimsuky can gather a list of all processes running on a victim's machine.[13]
T1055,Process Injection,Kimsuky has used Win7Elevate to inject malicious code into explorer.exe.[15]
T1055,Process Hollowing,Kimsuky has used a file injector DLL to spawn a benign process on the victim's system and inject the malicious payload into it via process hollowing.[13]
T1012,Query Registry,Kimsuky has obtained specific Registry keys and values on a compromised host.[13]
T1219,Remote Access Software,Kimsuky has used a modified TeamViewer client as a command and control channel.[15][16]
T1021,Remote Services: Remote Desktop Protocol,Kimsuky has used RDP for direct remote point-and-click access.[6]
T1053,Scheduled Task/Job: Scheduled Task,Kimsuky has downloaded additional malware with scheduled tasks.[11]
T1593,Search Open Websites/Domains: Social Media,Kimsuky has used Twitter to monitor potential victims and to prepare targeted phishing e-mails.[4]
T1593,Search Open Websites/Domains: Search Engines,"Kimsuky has searched for vulnerabilities, tools, and geopolitical trends on Google to target victims.[11]"
T1594,Search Victim-Owned Websites,Kimsuky has searched for information on the target company's website.[11]
T1505,Server Software Component: Web Shell,"Kimsuky has used modified versions of open source PHP web shells to maintain access, often adding ""Dinosaur"" references within the code.[5]"
T1518,Software Discovery: Security Software Discovery,Kimsuky has checked for the presence of antivirus software with powershell Get-CimInstance -Namespace root/securityCenter2 – classname antivirusproduct.[11]
T1608,Stage Capabilities: Upload Malware,"Kimsuky has used Blogspot to host malicious content such as beacons, file exfiltrators, and implants.[13]"
T1553,Subvert Trust Controls: Code Signing,"Kimsuky has signed files with the name EGIS CO,. Ltd..[10]"
T1218,System Binary Proxy Execution: Mshta,Kimsuky has used mshta.exe to run malicious scripts on the system.[1][5][16][11]
T1218,System Binary Proxy Execution: Regsvr32,Kimsuky has executed malware with regsvr32s.[11]
T1218,System Binary Proxy Execution: Rundll32,Kimsuky has used rundll32.exe to execute malicious scripts and malware on a victim's network.[13]
T1082,System Information Discovery,"Kimsuky has enumerated drives, OS type, OS version, and other information using a script or the ""systeminfo"" command.[15][13]"
T1016,System Network Configuration Discovery,Kimsuky has used ipconfig/all to gather network configuration information.[13]
T1007,System Service Discovery,Kimsuky has used an instrumentor script to gather the names of all services running on a victim's system.[13]
T1552,Unsecured Credentials: Credentials In Files,Kimsuky has used tools that are capable of obtaining credentials from saved mail.[6]
T1550,Use Alternate Authentication Material: Pass the Hash,Kimsuky has used pass the hash for authentication to remote access software used in C2.[5]
T1204,User Execution: Malicious Link,Kimsuky has lured victims into clicking malicious links.[11]
T1204,User Execution: Malicious File,Kimsuky has used attempted to lure victims into opening malicious e-mail attachments.[10][14][5][3][4][13]
T1078,Valid Accounts: Local Accounts,Kimsuky has used a tool called GREASE to add a Windows admin account in order to allow them continued access via RDP.[6]
T1102,Web Service: Bidirectional Communication,Kimsuky has used Blogspot pages for C2.[13]
T1087,Account Discovery: Local Account,Fox Kitten has accessed ntuser.dat and UserClass.dat on compromised hosts.[5]
T1087,Account Discovery: Domain Account,Fox Kitten has used the Softerra LDAP browser to browse documentation on service accounts.[5]
T1560,Archive Collected Data: Archive via Utility,Fox Kitten has used 7-Zip to archive data.[5]
T1217,Browser Bookmark Discovery,Fox Kitten has used Google Chrome bookmarks to identify internal resources and assets.[5]
T1110,Brute Force,Fox Kitten has brute forced RDP credentials.[4]
T1059,Command and Scripting Interpreter,Fox Kitten has used a Perl reverse shell to communicate with C2.[4]
